93003	 mnm 	mn	私	em	・・もまた				
93012	 mnm 	mn	私	em	・・もまた				
143004	 mam 	ma	私たち	em	・・もまた				
143004	 mam 	ma	私たち	em	・・もまた				
194018	 mam 	ma	私たち	em	・・もまた				
140018	 marm 	mar1	蛇	em	・・もまた				
138010	 znm 	zn	女性	em	・・もまた				
138010	 znm 	zn	女性	em	・・もまた				
149006	 āŕam 	āŕa	紳士	em	・・もまた				
149006	 āŕam 	āŕa	紳士	em	・・もまた				
96073	 mrdm 	mrd	男	em	・・もまた				
141009	 emwnjaem 	emanja	丁度そこに	em	・・もまた				
141009	 emwnjaem 	emanja	丁度そこに	em	・・もまた				
139011	 salm 	sal	年	em	・・もまた				
79026	 frdam 	frda	明日	em	・・もまた				
79029	 frdam 	frda	明日	em	・・もまた				
76003	 šbm 	šb	夜	em	・・もまた				
162002	 gwgwšm 	bwdn	・・・である	gwgwš	１９６０年～７０年代に一世を風靡したイランの女性歌手				
110025	 šman 	bwdn	・・・である	šma	あなた				
78001	 bratwn 	bray	・・・のために	šma	あなた				
94047	 bratwn 	bray	・・・のために	šma	あなた				
96105	 bratwn 	bray	・・・のために	šma	あなた				
172001	 pstwn 	ps	そこで	šma	あなた				
101004	 xwnwadtwn 	xanwade	家族	šma	あなた				
194003	 ađyt twn 	ađyt	苦痛	šma	あなた				
83007	 arbabtwn 	arbab	主人	šma	あなた				
102031	 dsttm 	dst	手	šma	あなた				
119001	 ħźwrtwn 	ħźwr	出席	šma	あなた				
96105	 kmktwn 	kmk	助け	šma	あなた				
80002	 gyrtwn 	gyr	捕えること	šma	あなた				
110027	 dxtrtwn 	dxtr	娘	šma	あなた				
85020	 š'wrtwn 	š'wr	理解力	šma	あなた				
184009	 emraetwn 	emrae	旅の仲間（連れ）	šma	あなた				
112045	 arsţwrw 	ra	・・・を	arsţw	アリストテレス				
79027	 pydaš 	pyda	見える	ān1	あれ				
120008	 ryš eay 	ryš	あごひげ	ea	おや！				
120027	 ādm eay 	ādm	アダム	ea	おや！				
124004	 ādmea 	ādm	アダム	ea	おや！				
78002	 ayranyany 	ayrany	イランの	ea	おや！				
120020	 ayranyea 	ayrany	イランの	ea	おや！				
120020	 ayranyea 	ayrany	イランの	ea	おや！				
77009	 ţwţyan 	ţwţy	おうむ	ea	おや！				
77008	 ţwţyan 	ţwţy	おうむ	ea	おや！				
124009	 dyg eay 	dyg	かま	ea	おや！				
124013	 dyga 	dyg	かま	ea	おや！				
75024	 smwra 	smwr	くろてん	ea	おや！				
124004	 aynja eay 	aynja	ここ（に）	ea	おや！				
79013	 ayn ea 	ayn	この	ea	おや！				
97009	 aynea 	ayn	この	ea	おや！				
99016	 aynea 	ayn	この	ea	おや！				
79006	 ea ayn 	ayn	この	ea	おや！				
119011	 čyz eayy 	čyz	もの	ea	おや！				
119017	 čyz eayy 	čyz	もの	ea	おや！				
120033	 tyke eay 	tyke	一片	ea	おや！				
89022	 mywe eay 	mywe	果物	ea	おや！				
128010	 mdt ea 	mdt	期間	ea	おや！				
128015	 mdt ea 	mdt	期間	ea	おや！				
128007	 mdt ea 	mdt	期間	ea	おや！				
79002	 gaw eay 	gaw	牛	ea	おや！				
75035	 gdayan 	gda	乞食	ea	おや！				
123017	 šna 	šn	砂	ea	おや！				
116002	 kwe ea 	kwe	山	ea	おや！				
128016	 bče ea 	bče	子供	ea	おや！				
128016	 bče ea 	bče	子供	ea	おや！				
77001	 rwzgaran 	rwzgar	時	ea	おや！				
99015	 dsteay 	dst	手	ea	おや！				
120011	 zn ea 	zn	女性	ea	おや！				
79030	 mħl ea 	mħl1	場所	ea	おや！				
78012	 gyaean 	gyae	植物	ea	おや！				
75024	 qđaea 	qđa	食事	ea	おや！				
89033	 ansan ea 	ansan	人間	ea	おや！				
79033	 jandara 	jandar	生物	ea	おや！				
120002	 ŕdyma 	ŕdym	昔の	ea	おや！				
118001	 rwsta eay 	rwsta	村	ea	おや！				
119007	 karwansra eay 	karwansra	隊商宿	ea	おや！				
75012	 wzyra 	wzyr	大臣	ea	おや！				
75012	 wzyra 	wzyr	大臣	ea	おや！				
76003	 mrda 	mrd	男	ea	おや！				
134006	 bnde eay 	bnde	奴隷	ea	おや！				
119004	 rwz ea 	rwz	日	ea	おや！				
77005	 rwzea 	rwz	日	ea	おや！				
118006	 rwzea 	rwz	日	ea	おや！				
134002	 grbe eay 	grbe	猫	ea	おや！				
122001	 sal eay 	sal	年	ea	おや！				
73007	 sal eayy 	sal	年	ea	おや！				
120009	 brname ea 	brname	番組	ea	おや！				
120024	 xanm eay 	xanm	婦人	ea	おや！				
79044	 ŕşe eay 	ŕşe	物語	ea	おや！				
130012	 dastana 	dastan	物語	ea	おや！				
123019	 jn ea 	jn	魔神	ea	おや！				
120027	 jnay 	jn	魔神	ea	おや！				
122004	 jnea 	jn	魔神	ea	おや！				
122004	 jnea 	jn	魔神	ea	おや！				
78012	 drxt ea 	drxt	木	ea	おや！				
120005	 šb ea 	šb	夜	ea	おや！				
118001	 dwstan 	dwst	友人	ea	おや！				
123001	 dwstan 	dwst	友人	ea	おや！				
119006	 msafran 	msafr	旅行者	ea	おや！				
127001	 emsaye ea 	emsaye	隣人	ea	おや！				
77008	 azt 	az	（場所）・・・から	tw1	お前				
96134	 bet 	be1	・・・に	tw1	お前				
96045	 bet 	be1	・・・に	tw1	お前				
96083	 bet 	be1	・・・に	tw1	お前				
102005	 bet 	be1	・・・に	tw1	お前				
102005	 bet 	be1	・・・に	tw1	お前				
102005	 bet 	be1	・・・に	tw1	お前				
128016	 bet 	be1	・・・に	tw1	お前				
150023	 bet 	be1	・・・に	tw1	お前				
150023	 bet 	be1	・・・に	tw1	お前				
77007	 brat 	bray	・・・のために	tw1	お前				
92033	 brat 	bray	・・・のために	tw1	お前				
95022	 brat 	bray	・・・のために	tw1	お前				
139028	 brat 	bray	・・・のために	tw1	お前				
166007	 brayt 	bray	・・・のために	tw1	お前				
166012	 brayt 	bray	・・・のために	tw1	お前				
178005	 wrt 	bray	・・・のために	tw1	お前				
88015	 babat 	baba	おとうちゃん	tw1	お前				
164001	 babat 	baba	おとうちゃん	tw1	お前				
164002	 babat 	baba	おとうちゃん	tw1	お前				
164003	 babat 	baba	おとうちゃん	tw1	お前				
164003	 babat 	baba	おとうちゃん	tw1	お前				
123014	 jybt 	jyb	ポケット	tw1	お前				
180003	 čyzyt 	čyz	もの	tw1	お前				
166005	 ţal't 	ţal'	運	tw1	お前				
79007	 xwnt 	xane	家	tw1	お前				
89027	 xwnt 	xane	家	tw1	お前				
89027	 xwnt 	xane	家	tw1	お前				
148012	 xwnt 	xane	家	tw1	お前				
148012	 xwnt 	xane	家	tw1	お前				
106006	 kškt 	kšk	乾燥乳漿	tw1	お前				
130007	 gysat 	gys	巻き髪	tw1	お前				
79006	 şwrtt 	şwrt	顔	tw1	お前				
87049	 nazt 	naz	気取り	tw1	お前				
178005	 ađytt 	ađyt	苦痛	tw1	お前				
96113	 bbynmt 	dydn	見る	tw1	お前				
139035	 mybynymt 	dydn	見る	tw1	お前				
90016	 mykšmt 	kštn	殺す	tw1	お前				
90020	 mykšmt 	kštn	殺す	tw1	お前				
91031	 mykšmt 	kštn	殺す	tw1	お前				
131010	 nkšnt 	kštn	殺す	tw1	お前				
90001	 kart 	kar	仕事	tw1	お前				
91010	 kart 	kar	仕事	tw1	お前				
94042	 kart 	kar	仕事	tw1	お前				
102010	 kart 	kar	仕事	tw1	お前				
188001	 angštryt 	angštry	指輪	tw1	お前				
123015	 xwdt 	xwd	自身	tw1	お前				
123019	 xwdt 	xwd	自身	tw1	お前				
129010	 xwdt 	xwd	自身	tw1	お前				
139036	 xwdt 	xwd	自身	tw1	お前				
170001	 xwdt 	xwd	自身	tw1	お前				
94040	 xwdte 	xwd	自身	tw1	お前				
87052	 dstt 	dst	手	tw1	お前				
102056	 dstt 	dst	手	tw1	お前				
102058	 dstt 	dst	手	tw1	お前				
129009	 dstt 	dst	手	tw1	お前				
178005	 dstt 	dst	手	tw1	お前				
102060	 dsttw 	dst	手	tw1	お前				
87054	 grdnt 	grdn	首	tw1	お前				
102024	 grdnbndt 	grdn bnd	首飾り	tw1	お前				
141002	 kmkt 	kmk	助け	tw1	お前				
141002	 kmkt 	kmk	助け	tw1	お前				
166009	 rxtxwabt 	rxtxwab	寝具	tw1	お前				
163018	 āŕat 	āŕa	紳士	tw1	お前				
163019	 āŕat 	āŕa	紳士	tw1	お前				
131011	 'mrt 	'mr2	生命	tw1	お前				
163018	 pyšt 	pyš	前へ	tw1	お前				
163018	 pyšt 	pyš	前へ	tw1	お前				
163019	 pyšt 	pyš	前へ	tw1	お前				
163019	 pyšt 	pyš	前へ	tw1	お前				
139034	 pelwt 	pelw	側	tw1	お前				
83024	 myznmt 	zdn	打つ	tw1	お前				
141003	 mšktw 	mšk1	大きい羊の皮袋	tw1	お前				
141003	 mšktw 	mšk1	大きい羊の皮袋	tw1	お前				
84015	 srt 	sr	頭	tw1	お前				
112061	 srt 	sr	頭	tw1	お前				
166005	 srt 	sr	頭	tw1	お前				
166006	 qmt 	qm	悲しみ	tw1	お前				
91027	 šwert 	šwer	夫	tw1	お前				
87050	 xanmt 	xanm	婦人	tw1	お前				
129010	 xanmt 	xanm	婦人	tw1	お前				
91021	 pdrt 	pdr	父	tw1	お前				
73003	 pdrtw 	pdr	父	tw1	お前				
73002	 pdrtw 	pdr	父	tw1	お前				
79034	 xyrtwn 	xyr1	福祉	tw1	お前				
79040	 xyrtwne 	xyr1	福祉	tw1	お前				
94042	 gyrt 	gyr	捕えること	tw1	お前				
95015	 gyrt 	gyr	捕えること	tw1	お前				
88015	 ne ne te 	 nene 	未決	tw1	お前				
96134	 xwabt 	xwab	眠り	tw1	お前				
91049	 dxtrt 	dxtr	娘	tw1	お前				
92023	 dadant 	dadn	与える	tw1	お前				
75003	 azyn 	az	（場所）・・・から	ayn	この				
96105	 bdyn 	be1	・・・に	ayn	この				
92045	 wayn 	w	そして	ayn	この				
139001	 empašyna 	dwst	友人	ayn	この				
102060	 aynam 	em	・・もまた	aynea	これらのもの（こと）				
82010	 bxwrš 	be1	・・・に	xwrš	シチュー料理				
97009	 krdnw 	krdn	（あることを）する	w	そして				
93020	 myknnw 	krdn	（あることを）する	w	そして				
96094	 awnw 	ān1	あれ	w	そして				
82025	 aynw 	ayn	この	w	そして				
82025	 aynw 	ayn	この	w	そして				
90025	 aynw 	ayn	この	w	そして				
94050	 aynw 	ayn	この	w	そして				
95029	 aynw 	ayn	この	w	そして				
102040	 aynw 	ayn	この	w	そして				
120024	 aynw 	ayn	この	w	そして				
123014	 aynw 	ayn	この	w	そして				
128016	 aynw 	ayn	この	w	そして				
149005	 aynw 	ayn	この	w	そして				
149005	 aynw 	ayn	この	w	そして				
178004	 aynw 	ayn	この	w	そして				
123005	 dwrw 	dwr	遠い	w	そして				
126013	 byrwnw 	byrwn	外で	w	そして				
82032	 mnw 	mn	私	w	そして				
82022	 mnw 	mn	私	w	そして				
86035	 mnw 	mn	私	w	そして				
96079	 mnw 	mn	私	w	そして				
96172	 mnw 	mn	私	w	そして				
99005	 mnw 	mn	私	w	そして				
102050	 mnw 	mn	私	w	そして				
107018	 mnw 	mn	私	w	そして				
112080	 mnw 	mn	私	w	そして				
112081	 mnw 	mn	私	w	そして				
120017	 mnw 	mn	私	w	そして				
138008	 mnw 	mn	私	w	そして				
79012	 brdaštw 	brdaštn	持ち上げる	w	そして				
163015	 xrydmw 	xrydn	買う	w	そして				
129010	 byaw 	āmdn	来る	w	そして				
96077	 baewšw 	baewš	利口な	w	そして				
88027	 bačy 	ba	（同伴、同居など）…と（共に）	če	どうして				
92038	 naearčy 	naear	昼食	če	どうして				
150027	 bemdwny 	be1	・・・に	emdany	ハマダーンの				
150027	 bemdwny 	be1	・・・に	emdany	ハマダーンの				
107013	 emwnţwr 	ţwr	方法	eman	まさにその				
167007	 āmħmd 	āŕa	紳士	mħmd	マホメット				
139010	 emčyzy 	em	・・もまた	čyz	もの				
119021	 erčyzy 	er1	おのおのの	čyz	もの				
167001	 drbql 	dr2	…の中に	bql1	わきの下				
79007	 aynaše 	ayn	この	še	šaeの短縮形				
89017	 ŕwlwsky 	şda	音	ŕwrt	qwrt				
110009	 raenmayyš 	aw	三人称単数人称代名詞（彼、彼女）	raenmayy	案内人				
200008	 brayy 	be1	・・・に	ray	意見				
166004	 xaneay 	tw1	お前	xane	家				
87072	 xwne aš 	aw	三人称単数人称代名詞（彼、彼女）	xane	家				
166007	 xanedary 	daštn	持つ	xane	家				
166012	 xanedary 	daštn	持つ	xane	家				
96040	 bargrdn 	bar3	荷	gštn	回る				
166003	 ay dywane 	bwdn	・・・である	dywane	狂気の				
98016	 gšnme 	bwdn	・・・である	grsne	空腹の				
80002	 bškl 	be1	・・・に	škl	形				
94060	 mast 	bwdn	・・・である	mae	月				
100009	 bnẓr 	be1	・・・に	nẓr	見ること				
194012	 gfte 	gfte	言葉	格言	言われた				
123019	 bb'd 	be1	・・・に	b'd1	後に				
114003	 wb'd ea 	w	そして	b'd1	後に				
87056	 erkary 	er1	おのおのの	kary	効果的な				
145008	 m'rŕ kary 	m'rŕ	発汗の	kary	効果的な				
145008	 m'rŕ kary 	m'rŕ	発汗の	kary	効果的な				
145008	 m'rŕ kary 	m'rŕ	発汗の	kary	効果的な				
145008	 m'rŕ kary 	m'rŕ	発汗の	kary	効果的な				
86007	 kjamyry 	kja	どこに	rftn	行く				
86007	 kjamyry 	kja	どこに	rftn	行く				
88006	 kjamyry 	kja	どこに	rftn	行く				
101003	 blndyw 	w	そして	blndy	高さ				
91008	 ba zm 	em	・・もまた	baz4	再び				
91034	 ykyš 	yk	1	aw	三人称単数人称代名詞（彼、彼女）				
111015	 'baše 	'ba	（そでなしの）外套	aw	三人称単数人称代名詞（彼、彼女）				
94050	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
95012	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
96146	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
96043	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
96044	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
112022	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
114003	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
112021	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
120004	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
127002	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
128011	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
139028	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
149003	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
149003	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
200005	 azš 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
120024	 azšw 	az	（場所）・・・から	aw	三人称単数人称代名詞（彼、彼女）				
107008	 baeaš 	ba	（同伴、同居など）…と（共に）	aw	三人称単数人称代名詞（彼、彼女）				
150009	 bwdš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
150009	 bwdš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
134003	 bwdnš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
124006	 nystš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
150012	 nystš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
150013	 nystš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
150012	 nystš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
150013	 nystš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
99020	 estš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
100016	 estš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
107026	 estš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
110008	 estš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
124011	 estš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
150004	 estš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
150004	 estš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
188001	 estš 	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）				
72004	 beš 	be1	・・・に	aw	三人称単数人称代名詞（彼、彼女）				
72017	 beš 	be1	・・・に	aw	三人称単数人称代名詞（彼、彼女）				
72017	 beš 	be1	・・・に	aw	三人称単数人称代名詞（彼、彼女）				
72026	 beš 	be1	・・・に	aw	三人称単数人称代名詞（彼、彼女）				
79007	 beš 	be1	・・・に	aw	三人称単数人称代名詞（彼、彼女）				
79009	 beš 	be1	・・・に	aw	三人称単数人称代名詞（彼、彼女）				
79016	 beš 	be1	・・・に	aw	三人称単数人称代名詞（彼、彼女）				
78008	 beš 	be1	・・・に	aw	三人称単数人称代名詞（彼、彼女）				
72013	 beš 	be1	・・・に	aw	三人称単数人称代名詞（彼、彼女）				
72013	 beš 	be1	・・・に	aw	三人称単数人称代名詞（彼、彼女）				
72021	 beš 	be1	・・・に	aw	三人称単数人称代名詞（彼、彼女）				
83026	 beš 	be1	・・・に	aw	三人称単数人称代名詞（彼、彼女）				
88005	 beš 	be1	・・・に	aw	三人称単数人称代名詞（彼、彼女）				
88014	 beš 	be1	・・・に	aw	三人称単数人称代名詞（彼、彼女）				
